director_name,Alma mater,Notes,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Dean DeBlois,"Sheridan College, CA",,292,102,255,953,Djimon Hounsou,18000,176997107,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Gerard Butler,How to Train Your Dragon 2 ,221128,23378,America Ferrera,5,dragon|father son relationship|husband wife relationship|mother son relationship|viking,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,343,English,USA,PG,145000000,2014,3000,7.9,2.35,46000
Alex Proyas,"Australian Film Television and Radio School, AU",,184,126,295,284,Elodie Yung,18000,31141074,"['Action', 'Adventure', 'Fantasy']",Gerard Butler,Gods of Egypt ,51892,19769,Bryan Brown,4,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,273,English,USA,PG-13,140000000,2016,934,5.5,2.35,24000
Jon M. Chu,University of Southern California,,351,122,209,934,Dwayne Johnson,17000,122512052,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Channing Tatum,G.I. Joe: Retaliation ,146352,31958,Elodie Yung,6,general|gi joe|martial arts|ninja|president,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,288,English,USA,PG-13,130000000,2013,12000,5.8,2.35,42000
Joe Johnston,"California State University, Long Beach",,510,124,394,2000,Dominic Cooper,11000,176636816,"['Action', 'Adventure', 'Sci-Fi']",Chris Evans,Captain America: The First Avenger ,508818,19761,Hayley Atwell,0,arctic|captain america|scientist|tesseract|war bond,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679,English,USA,PG-13,140000000,2011,3000,6.9,2.35,46000
Bill Condon,Columbia University,,322,115,386,12000,Kristen Stewart,21000,292298923,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,Taylor Lautner,3,battle|friend|super strength|vampire|vision,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,English,USA,PG-13,120000000,2012,17000,5.5,2.35,65000
Alejandro G. Iñárritu,"Universidad Iberoamericana, MX",,556,156,0,733,Tom Hardy,29000,183635922,"['Adventure', 'Drama', 'Thriller', 'Western']",Leonardo DiCaprio,The Revenant ,406020,57108,Lukas Haas,0,bear attack|cauterizing a wound|native american|revenge|survival,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,1188,English,USA,R,135000000,2015,27000,8.1,2.35,190000
David Soren,"Sheridan College, CA",,166,96,13,463,Snoop Dogg,16000,83024900,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",Ryan Reynolds,Turbo ,62424,17416,Ben Schwartz,0,accident|freak accident|race|snail|underdog,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,90,English,USA,PG,135000000,2013,881,6.5,2.35,13000
Gore Verbinski,"University of California, Los Angeles",,362,107,563,939,Ray Winstone,40000,123207194,"['Adventure', 'Animation', 'Comedy', 'Family', 'Western']",Johnny Depp,Rango ,183208,43291,Stephen Root,0,chameleon|lizard|sheriff|water|western town,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,337,English,USA,PG,135000000,2011,1000,7.2,2.35,26000
Eric Darnell,University of Colorado at Boulder,,153,92,35,179,Annet Mahendru,19000,83348920,"['Adventure', 'Animation', 'Comedy', 'Family']",Benedict Cumberbatch,Penguins of Madagascar ,60230,19963,Andy Richter,0,little girl|park|spy|statue of liberty|television van,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,118,English,USA,PG,132000000,2014,411,6.7,1.85,11000
Peyton Reed,University of North Carolina at Chapel Hill,,517,117,235,680,Hayley Atwell,2000,180191634,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Judy Greer,Ant-Man ,313866,5730,T.I.,6,ant|chinatown san francisco|heist|sabotage|vault,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,549,English,USA,PG-13,130000000,2015,2000,7.4,1.85,61000
Francis Lawrence,Loyola Marymount University,,502,146,508,523,Josh Hutcherson,34000,424645577,"['Adventure', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,The Hunger Games: Catching Fire ,498397,49355,Sandra Ellis Lafferty,1,president|snow|television|tour|uprising,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,706,English,USA,PG-13,130000000,2013,14000,7.6,2.35,82000
Bill Condon,Columbia University,,322,115,386,12000,Kristen Stewart,21000,292298923,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,Taylor Lautner,3,battle|friend|super strength|vampire|vision,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,English,USA,PG-13,120000000,2012,17000,5.5,2.35,65000
Tim Johnson,Northwestern University,,165,94,12,183,Matt Jones,17000,177343675,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Jim Parsons,Home ,70121,17883,April Winchell,0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214,English,USA,PG,135000000,2015,523,6.7,1.85,26000
Chris Miller,Dartmouth College,,246,90,50,397,Constance Marie,4000,149234747,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Salma Hayek,Puss in Boots ,114287,5046,Amy Sedaris,0,betrayal|egg|friend|goose|hero,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,137,English,USA,PG,130000000,2011,442,6.7,2.35,16000
Darren Aronofsky,Harvard University,,434,138,0,8000,Emma Watson,12000,101160529,"['Action', 'Adventure', 'Drama']",Anthony Hopkins,Noah ,200022,32355,Logan Lerman,2,ark|flood|noah's ark|water|wrath of god,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,1240,English,USA,PG-13,125000000,2014,9000,5.8,1.85,71000
Steven Spielberg,"California State University, Long Beach",,440,107,14000,845,Mackenzie Crook,2000,77564037,"['Action', 'Adventure', 'Family', 'Mystery']",Toby Jones,The Adventures of Tintin ,177383,4631,Tony Curran,1,captain|morocco|ship|tintin|treasure,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,447,English,USA,PG,135000000,2011,871,7.4,2.35,44000
M. Night Shyamalan,New York University,,349,100,0,894,Zoë Kravitz,10000,60522097,"['Action', 'Adventure', 'Sci-Fi']",Will Smith,After Earth ,158720,14168,Glenn Morshower,0,box office flop|father son team|fear|race against time|real life father and son playing father and son,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,744,English,USA,PG-13,130000000,2013,943,4.9,2.35,37000
Shawn Levy,Yale University,,154,98,189,1000,Rami Malek,49000,113733726,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Robin Williams,Night at the Museum: Secret of the Tomb ,67223,53587,Steve Coogan,7,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,126,English,USA,PG,127000000,2014,3000,6.2,1.85,11000
Robert Schwentke,Columbia College Hollywood ,,208,96,124,1000,Jeff Bridges,16000,33592415,"['Action', 'Comedy', 'Fantasy']",Ryan Reynolds,R.I.P.D. ,91640,31549,Stephanie Szostak,2,drug dealer|gold|partner|police|undead,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1,210,English,USA,PG-13,130000000,2013,12000,5.6,2.35,20000
Francis Lawrence,Loyola Marymount University,,403,123,508,14000,Philip Seymour Hoffman,34000,337103873,"['Adventure', 'Sci-Fi', 'Thriller']",Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,305008,81385,Josh Hutcherson,1,based on young adult novel|manipulation|rebellion|symbol|uprising,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,591,English,USA,PG-13,125000000,2014,22000,6.7,2.35,52000
Carlos Saldanha,School of Visual Arts,,159,101,107,56,Rachel Crow,688,131536019,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",Miguel Ferrer,Rio 2 ,58498,1031,Jeffrey Garcia,0,amazon|bird|father in law|jungle|no opening credits,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,99,English,USA,G,103000000,2014,237,6.4,2.35,0
Justin Lin,"University of California, Los Angeles",,342,132,681,12000,Vin Diesel,23000,209805005,"['Action', 'Crime', 'Thriller']",Paul Walker,Fast Five ,284792,55345,Dwayne Johnson,3,drug lord|drugs|federal agent|heist|police,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,366,English,USA,PG-13,125000000,2011,14000,7.3,2.35,54000
Guy Ritchie,"The University of Adelaide, AU",,382,129,0,154,Eddie Marsan,21000,186830669,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",Robert Downey Jr.,Sherlock Holmes: A Game of Shadows ,338635,22403,Paul Anderson,2,factory|gypsy|investigation|sherlock holmes|train,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,412,English,USA,PG-13,125000000,2011,979,7.5,2.35,39000
Tony Gilroy,NaN,,436,135,209,602,Scott Glenn,10000,113165635,"['Action', 'Adventure', 'Thriller']",Jeremy Renner,The Bourne Legacy ,229823,12175,Stacy Keach,0,assassin|cia|drone|pill|wolf,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1,504,English,USA,PG-13,125000000,2012,826,6.7,2.35,31000
Ang Lee,University of Illionis at Urbana-Champaign ,,552,127,0,341,Rafe Spall,774,124976634,"['Adventure', 'Drama', 'Fantasy']",Suraj Sharma,Life of Pi ,440084,2121,Tabu,0,animal|faith|india|journey|tiger,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,755,English,USA,PG,120000000,2012,358,8,1.85,122000
Ridley Scott,"Royal College of Art, UK",,775,124,0,641,Charlize Theron,13000,126464904,"['Adventure', 'Mystery', 'Sci-Fi']",Michael Fassbender,Prometheus ,456260,24098,Sean Harris,0,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1,2326,English,USA,R,130000000,2012,9000,7,2.35,97000
Neill Blomkamp,"Vancouver Film School, CA",,476,109,662,1000,Sharlto Copley,13000,93050117,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",Matt Damon,Elysium ,338087,17689,Alice Braga,0,christ figure|class differences|messiah|saviour|social commentary,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,814,English,USA,R,115000000,2013,2000,6.6,2.35,61000
José Padilha,"Oxford University, UK",,492,117,294,1000,Abbie Cornish,10000,58607007,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",Gary Oldman,RoboCop ,182899,14161,Jennifer Ehle,0,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,English,USA,PG-13,100000000,2014,2000,6.2,2.35,60000
Joseph Kosinski,Stanford University,Mechanical Engineering,539,124,364,1000,Tom Cruise,11000,89021735,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",Morgan Freeman,Oblivion ,387436,22004,Zoë Bell,0,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1,892,English,USA,PG-13,120000000,2013,10000,7,2.35,71000
James Mangold,California Institute of the Arts,,440,138,446,929,Tao Okamoto,20000,132550960,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Hugh Jackman,The Wolverine ,328067,23755,Rila Fukushima,1,healing power|marvel comics|mecha|regeneration|self healing,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,533,English,USA,PG-13,120000000,2013,992,6.7,2.35,68000
Kirk De Micco,University of Southern California,,257,98,16,12000,Emma Stone,16000,187165546,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Ryan Reynolds,The Croods ,150618,43286,Nicolas Cage,3,cave|caveman|journey|strict father|survival,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1,195,English,USA,PG,135000000,2013,15000,7.3,2.35,28000
Cedric Nicolas-Troyan,NaN,,231,120,19,9000,Sam Claflin,26000,47952020,"['Action', 'Adventure', 'Drama', 'Fantasy']",Chris Hemsworth,The Huntsman: Winter's War ,37750,46719,Charlize Theron,2,based on fairy tale|dark fantasy|fairy tale|second part|sequel,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1,134,English,USA,PG-13,115000000,2016,11000,6.1,2.35,16000
Jonathan Liebesman,New York University ,,348,101,473,429,Danny Woodburn,833,190871240,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Noel Fisher,Teenage Mutant Ninja Turtles ,167085,2690,Jeremy Howard,0,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491,English,USA,PG-13,125000000,2014,809,5.9,2.35,62000
Josh Trank,NaN,,369,100,128,78,Reg E. Cathey,596,56114221,"['Action', 'Adventure', 'Sci-Fi']",Tim Blake Nelson,Fantastic Four ,110486,1261,Tim Heidecker,3,box office flop|critically bashed|portal|teleportation|troubled production,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1,695,English,USA,PG-13,120000000,2015,360,4.3,2.35,41000
Brad Peyton,"Dalhousie University, CA",,358,114,62,884,Ioan Gruffudd,12000,155181732,"['Action', 'Adventure', 'Drama', 'Thriller']",Dwayne Johnson,San Andreas ,147497,16718,Archie Panjabi,0,disaster movie|earthquake|journey|natural disaster|san andreas fault,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1,499,English,USA,PG-13,110000000,2015,2000,6.1,2.35,52000
Robert Schwentke,Columbia College Hollywood ,,263,119,124,1000,Theo James,14000,129995817,"['Adventure', 'Sci-Fi', 'Thriller']",Kate Winslet,Insurgent ,154621,22622,Mekhi Phifer,0,action heroine|falling from height|mind control|trainhopping|truth serum,http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1,258,English,USA,PG-13,110000000,2015,5000,6.3,2.35,27000
Michel Gondry,FR,,447,119,1000,741,Tom Wilkinson,11000,98780042,"['Action', 'Comedy', 'Crime', 'Sci-Fi', 'Thriller']",Christoph Waltz,The Green Hornet ,136019,13391,Chad L. Coleman,0,heir|kung fu|party|playboy|superhero,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1,443,English,USA,PG-13,120000000,2011,1000,5.8,2.35,14000
Noam Murro,NaN,,366,102,263,1000,Sullivan Stapleton,6000,106369117,"['Action', 'Drama', 'Fantasy', 'War']",Eva Green,300: Rise of an Empire ,225273,10583,Peter Mensah,0,army|commander|female rear nudity|greek|navy,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1,523,English,USA,R,110000000,2014,1000,6.2,2.35,71000
Raja Gosnell,NaN,,172,103,67,111,Tim Gunn,383,142614158,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Mahadeo Shivraj,The Smurfs ,66593,692,Madison McKinley,3,blue|new york|new york city|no opening credits|smurf,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,153,English,USA,PG,110000000,2011,113,5.5,1.78,31000
Robert Schwentke,Columbia College Hollywood ,,181,120,124,943,Theo James,6000,66002193,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",Naomi Watts,Allegiant ,44296,12452,Zoë Kravitz,3,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,144,English,USA,PG-13,110000000,2016,5000,5.8,2.35,12000
Shawn Levy,Yale University,,327,127,189,544,Torey Michael Adkins,20000,85463309,"['Action', 'Drama', 'Sci-Fi', 'Sport']",Hugh Jackman,Real Steel ,254841,22254,Olga Fonda,1,arena|boxing|boxing movie|robot|robot battle,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1,426,English,USA,PG-13,110000000,2011,929,7.1,2.35,36000
Raja Gosnell,NaN,,125,105,67,40,Nancy O'Dell,681,71017784,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Jacob Tremblay,The Smurfs 2 ,27257,914,Vanessa Matsui,3,based on cartoon|box office hit|no opening credits|sequel|smurf,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,59,English,USA,PG,105000000,2013,71,5.4,1.85,0
Gavin Hood,South America,,326,114,151,430,Moises Arias,11000,61656849,"['Action', 'Sci-Fi']",Harrison Ford,Ender's Game ,184561,12908,Aramis Knight,4,alien|future|manipulation|simulation|training,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,554,English,USA,PG-13,110000000,2013,635,6.7,2.35,123000
Ridley Scott,"Royal College of Art, UK",,568,151,0,372,Donald Glover,13000,228430993,"['Adventure', 'Drama', 'Sci-Fi']",Matt Damon,The Martian ,472488,14831,Benedict Wong,1,astronaut|international cooperation|left for dead|nasa|space habitat,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1,1023,English,USA,PG-13,108000000,2015,801,8.1,2.35,153000
Quentin Tarantino,NaN,,765,165,16000,265,Christoph Waltz,29000,162804648,"['Drama', 'Western']",Leonardo DiCaprio,Django Unchained ,955174,40978,Ato Essandoh,1,dynamite|historically inaccurate|ku klux klan|n word|slavery,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1,1193,English,USA,R,100000000,2012,11000,8.5,2.35,199000
Simon West,NaN,,383,103,165,13000,Sylvester Stallone,26000,85017401,"['Action', 'Adventure', 'Thriller']",Jason Statham,The Expendables 2 ,246803,57881,Bruce Willis,3,church|hostage|mine|plutonium|revenge,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1,474,English,USA,R,92000000,2012,13000,6.7,2.35,108000
Joe Wright,"Central St Martins, UK",,256,111,456,394,Cara Delevingne,20000,34964818,"['Adventure', 'Family', 'Fantasy']",Hugh Jackman,Pan ,39956,21393,Nonso Anozie,4,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,English,USA,PG,150000000,2015,548,5.8,2.35,24000
Chris Wedge,State University of New York at Purchase,,203,102,77,120,Emma Kenney,14000,107515297,"['Adventure', 'Animation', 'Family', 'Fantasy']",Josh Hutcherson,Epic ,85833,14552,Troy Evans,2,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,113,English,USA,PG,100000000,2013,151,6.7,2.35,17000
Martin Scorsese,New York University,,606,240,17000,4000,Matthew McConaughey,29000,116866727,"['Biography', 'Comedy', 'Crime', 'Drama']",Leonardo DiCaprio,The Wolf of Wall Street ,780588,46057,Jon Favreau,3,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,1138,English,USA,R,100000000,2013,11000,8.2,2.35,138000
Brett Ratner,New York University,,245,101,420,467,Rufus Sewell,12000,72660029,"['Action', 'Adventure']",Dwayne Johnson,Hercules ,115687,16235,Ingrid Bolsø Berdal,0,army|greek mythology|hercules|king|mercenary,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,269,English,USA,PG-13,100000000,2014,3000,6,2.35,21000
Patrick Hughes,University of Melbourne,,320,131,385,11000,Sylvester Stallone,26000,39292022,"['Action', 'Adventure', 'Thriller']",Jason Statham,The Expendables 3 ,127258,52610,Harrison Ford,15,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1,351,English,USA,PG-13,90000000,2014,13000,6.1,2.35,56000
Ericson Core,ArtCenter College of Design,,163,114,19,848,Edgar Ramírez,1000,28772222,"['Action', 'Crime', 'Sport', 'Thriller']",Ray Winstone,Point Break ,33953,3962,Delroy Lindo,1,athlete|extreme sports|fbi|fbi agent|heist,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,163,English,USA,PG-13,105000000,2015,897,5.3,2.35,37000
Ron Howard,University of Southern California,,289,122,2000,571,Benjamin Walker,26000,24985612,"['Action', 'Adventure', 'Biography', 'Drama', 'History', 'Thriller']",Chris Hemsworth,In the Heart of the Sea ,71782,28328,Frank Dillane,0,emaciation|ship|starvation|vomiting|whale,http://www.imdb.com/title/tt1390411/?ref_=fn_tt_tt_1,161,English,USA,PG-13,100000000,2015,911,7,1.85,27000
Steve Martino,The Ohio State University,,208,88,20,36,Venus Schultheis,144,130174897,"['Adventure', 'Animation', 'Comedy', 'Family']",Francesca Capaldi,The Peanuts Movie ,27918,309,Bill Melendez,0,dog|girl|imagination|peanuts|red hair,http://www.imdb.com/title/tt2452042/?ref_=fn_tt_tt_1,155,English,USA,G,99000000,2015,42,7.2,1.85,33000
Jay Roach,Stanford University,Economics,255,85,116,329,Thomas Middleditch,8000,86897182,['Comedy'],Will Ferrell,The Campaign ,106790,9271,Katherine LaNasa,0,campaigning|congressman|north carolina|title at the end|u.s. congressman,http://www.imdb.com/title/tt1790886/?ref_=fn_tt_tt_1,177,English,USA,R,95000000,2012,331,6.2,1.85,18000
Steve Martino,The Ohio State University,,233,88,20,916,Josh Gad,22000,161317423,"['Adventure', 'Animation', 'Comedy', 'Family']",Peter Dinklage,Ice Age: Continental Drift ,145321,25354,Drake,0,acorn|herd|iceberg|ocean|pirate,http://www.imdb.com/title/tt1667889/?ref_=fn_tt_tt_1,139,English,USA,PG,95000000,2012,1000,6.6,2.35,14000
Kenneth Branagh,"Royal Academy of Dramatic Art, UK",,343,105,0,502,Derek Jacobi,2000,201148159,"['Drama', 'Family', 'Fantasy', 'Romance']",Hayley Atwell,Cinderella ,103737,4671,Lily James,1,dress|duke|fairy godmother|fairy tale|pumpkin,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,322,English,USA,PG,95000000,2015,520,7,2.35,56000
